 10 
 100 475 
 43 59 -55 
 43 68 97 
 43 79 -13 
 43 85 -17 
 43 87 -47 
 43 96 -61 
 43 98 -23 
 44 63 87 
 44 81 -88 
 44 92 -9 
 44 95 23 
 45 54 61 
 45 91 51 
 45 96 -68 
 46 47 63 
 46 55 68 
 46 64 80 
 46 81 -86 
 47 55 -52 
 47 68 -5 
 47 87 -53 
 47 91 -88 
 47 92 -8 
 47 93 -79 
 47 98 -82 
 48 51 67 
 48 63 92 
 48 79 -75 
 48 88 -17 
 48 99 6 
 49 53 -70 
 49 54 -19 
 49 64 90 
 49 65 38 
 49 69 19 
 49 80 -48 
 49 86 -91 
 49 94 39 
 49 95 91 
 50 56 -61 
 50 63 83 
 50 65 -33 
 50 69 -92 
 50 75 74 
 50 90 34 
 50 92 85 
 50 93 -15 
 50 99 -73 
 51 54 -79 
 51 60 -56 
 51 96 14 
 51 98 84 
 52 53 -49 
 52 60 -1 
 52 63 45 
 52 67 5 
 52 78 -67 
 52 86 -54 
 52 87 70 
 52 93 -52 
 52 95 -16 
 52 96 4 
 53 56 23 
 53 87 -48 
 53 93 -71 
 53 100 -19 
 54 67 -57 
 54 97 10 
 55 70 -14 
 55 72 -33 
 55 81 49 
 55 97 13 
 55 100 57 
 56 62 -95 
 56 69 68 
 57 71 -99 
 57 89 -46 
 57 100 39 
 58 60 72 
 58 81 29 
 58 96 -61 
 59 95 78 
 60 86 -91 
 61 77 -76 
 61 82 21 
 62 87 -55 
 62 94 -32 
 63 77 -27 
 63 88 45 
 63 90 -47 
 63 93 74 
 64 68 22 
 64 72 -2 
 64 87 -25 
 64 96 -58 
 64 100 51 
 67 76 -92 
 67 81 -77 
 67 84 -37 
 67 96 41 
 68 83 72 
 68 85 39 
 68 89 51 
 69 78 20 
 69 81 99 
 70 84 -11 
 70 91 -47 
 70 99 11 
 70 100 -19 
 71 75 49 
 72 85 94 
 72 86 -92 
 72 100 -5 
 73 80 41 
 73 88 40 
 74 77 33 
 74 79 -74 
 76 77 51 
 76 93 -25 
 76 100 89 
 77 80 -38 
 77 88 -22 
 77 100 14 
 78 81 -53 
 78 83 -87 
 78 94 78 
 79 84 47 
 79 92 -29 
 79 99 69 
 80 80 16 
 80 88 -5 
 80 96 -91 
 81 85 74 
 82 91 44 
 82 100 -59 
 83 85 93 
 83 95 -64 
 84 87 -83 
 84 94 -80 
 84 97 -67 
 85 99 81 
 86 94 50 
 87 94 6 
 88 89 -50 
 88 96 -99 
 89 100 -67 
 91 93 39 
 91 100 39 
 92 93 96 
 93 95 45 
 94 100 75 
 95 99 65 
 97 97 -10 
 100 499 
 1 4 -55 
 1 24 -48 
 1 31 5 
 1 33 -29 
 1 39 82 
 1 41 93 
 1 81 57 
 1 96 8 
 2 5 -96 
 2 6 -5 
 2 7 -91 
 2 9 -37 
 2 17 -47 
 2 20 -50 
 2 84 -78 
 2 93 9 
 3 3 1 
 3 19 21 
 3 20 81 
 3 25 -76 
 3 28 45 
 3 31 -3 
 3 40 96 
 3 45 31 
 3 74 -42 
 4 16 79 
 4 21 1 
 4 30 -62 
 4 32 64 
 4 38 -57 
 4 82 -45 
 4 85 31 
 4 88 -39 
 5 12 13 
 5 20 48 
 5 24 13 
 5 39 81 
 5 47 87 
 5 51 34 
 5 52 -47 
 5 66 32 
 5 67 73 
 5 78 -20 
 5 81 -29 
 6 24 -44 
 6 29 81 
 6 36 -29 
 6 42 90 
 6 45 94 
 6 47 89 
 6 59 71 
 6 64 36 
 6 79 -74 
 6 82 -81 
 6 86 -34 
 6 96 -64 
 6 100 -77 
 7 46 -76 
 7 53 16 
 7 59 95 
 7 70 70 
 7 73 52 
 7 83 -55 
 7 84 -23 
 7 95 -52 
 8 22 -89 
 8 32 -95 
 8 40 67 
 8 58 -81 
 8 74 43 
 8 79 -51 
 8 91 59 
 8 93 42 
 9 66 -23 
 9 67 -42 
 9 92 -90 
 10 13 -53 
 10 21 -58 
 10 32 -33 
 10 44 -44 
 10 59 -74 
 10 84 -45 
 10 94 67 
 11 14 -53 
 11 67 -26 
 11 82 28 
 11 84 -99 
 11 87 -17 
 11 93 -51 
 12 17 -23 
 12 24 93 
 12 25 -7 
 12 26 9 
 12 30 -4 
 12 38 41 
 12 49 7 
 12 78 68 
 12 80 7 
 13 17 -72 
 13 22 42 
 13 25 -63 
 13 27 43 
 13 36 -80 
 13 37 -69 
 13 45 -95 
 13 67 -99 
 13 85 -28 
 13 88 85 
 14 40 7 
 14 43 49 
 14 46 11 
 14 53 78 
 14 69 -58 
 14 77 70 
 14 89 44 
 14 97 5 
 15 22 -3 
 15 24 -78 
 15 37 78 
 15 42 27 
 15 64 -98 
 15 74 -93 
 15 90 -81 
 16 18 -7 
 16 27 -96 
 16 40 25 
 16 48 -65 
 16 83 80 
 16 95 20 
 17 33 64 
 17 37 -18 
 17 40 12 
 17 41 74 
 17 49 18 
 17 65 64 
 17 70 70 
 17 78 77 
 17 83 -16 
 18 28 -69 
 18 39 -30 
 18 55 -45 
 18 81 -32 
 18 93 93 
 18 94 -4 
 19 44 78 
 19 53 -60 
 19 56 -96 
 19 69 6 
 19 76 69 
 19 86 3 
 19 87 -85 
 19 96 -14 
 19 100 -38 
 20 20 -93 
 20 25 51 
 20 32 -86 
 20 34 -41 
 20 35 -79 
 20 42 -67 
 20 45 -64 
 20 53 -86 
 20 74 -67 
 20 77 7 
 20 78 85 
 20 80 90 
 20 86 19 
 21 30 12 
 21 36 81 
 21 43 -81 
 21 53 -42 
 21 57 39 
 21 69 4 
 21 73 100 
 21 87 17 
 21 96 38 
 21 100 59 
 22 22 -88 
 22 33 -86 
 22 35 89 
 22 49 72 
 22 57 -82 
 22 64 72 
 22 68 75 
 22 76 -90 
 22 91 80 
 22 95 84 
 22 99 75 
 23 25 -25 
 23 29 21 
 23 47 96 
 23 81 34 
 23 90 -61 
 23 93 -43 
 24 30 -66 
 24 46 -47 
 24 61 -66 
 24 67 -17 
 24 73 -96 
 24 89 -4 
 24 92 -2 
 24 93 74 
 24 99 84 
 25 37 -55 
 25 63 -14 
 25 66 9 
 25 69 -93 
 25 86 -34 
 25 95 21 
 26 31 -54 
 26 57 -8 
 26 58 -46 
 26 68 61 
 27 43 65 
 27 46 14 
 27 75 19 
 27 80 99 
 27 99 36 
 28 38 -79 
 28 39 52 
 28 73 -40 
 28 77 -82 
 28 81 17 
 29 38 48 
 29 41 -10 
 29 48 -10 
 29 74 -44 
 29 77 46 
 29 83 -68 
 29 100 -49 
 30 46 80 
 30 58 -12 
 30 78 37 
 30 91 53 
 31 32 98 
 31 43 29 
 31 46 -55 
 31 49 -39 
 31 66 -44 
 31 69 -5 
 31 79 3 
 31 91 93 
 31 95 45 
 31 98 -24 
 32 34 -27 
 32 41 63 
 32 44 -51 
 32 49 -21 
 32 55 69 
 32 69 63 
 32 73 97 
 32 78 89 
 32 93 -87 
 33 36 44 
 33 55 -83 
 33 60 94 
 33 68 -86 
 33 70 -86 
 33 87 13 
 33 89 33 
 33 90 -30 
 33 98 -56 
 33 99 62 
 34 40 72 
 34 41 48 
 34 64 -94 
 34 72 88 
 34 81 -6 
 34 84 -9 
 34 90 -42 
 34 100 -71 
 35 38 47 
 35 42 -86 
 35 44 -43 
 35 67 -7 
 35 83 -21 
 35 100 -5 
 36 41 -87 
 36 54 2 
 36 59 -32 
 36 60 -94 
 36 67 14 
 36 74 27 
 36 76 80 
 36 77 -63 
 36 87 93 
 37 58 -83 
 37 60 55 
 37 62 -38 
 37 70 34 
 37 73 -50 
 37 74 -65 
 37 79 -78 
 38 45 -56 
 38 48 -24 
 38 62 96 
 38 84 61 
 38 97 46 
 39 42 54 
 39 55 68 
 39 60 36 
 39 69 -58 
 39 72 34 
 40 52 -86 
 40 54 -30 
 40 58 -87 
 40 71 78 
 40 81 -4 
 40 99 -44 
 41 60 75 
 41 69 -19 
 41 77 -7 
 41 92 1 
 41 98 61 
 42 58 76 
 42 62 85 
 42 64 79 
 42 77 -91 
 42 89 -10 
 43 47 7 
 43 54 -80 
 43 61 -80 
 43 72 19 
 43 95 17 
 44 50 34 
 44 53 51 
 44 54 84 
 44 60 -91 
 44 61 -78 
 44 66 -46 
 44 68 -12 
 44 90 92 
 45 46 34 
 45 53 -73 
 45 88 28 
 45 91 86 
 45 95 61 
 46 55 -94 
 46 69 -42 
 46 97 84 
 47 55 11 
 47 69 -10 
 47 72 21 
 47 75 70 
 47 79 14 
 47 93 -92 
 47 95 56 
 48 61 20 
 48 74 37 
 48 81 -56 
 48 85 -23 
 48 92 26 
 49 52 2 
 49 53 82 
 49 59 61 
 49 88 73 
 49 94 45 
 49 100 78 
 50 52 -10 
 50 69 -27 
 50 84 -57 
 50 94 -30 
 50 96 95 
 51 54 -6 
 51 56 -13 
 51 64 88 
 51 72 39 
 51 74 -40 
 51 85 -90 
 51 98 54 
 52 55 100 
 52 60 -53 
 52 72 -70 
 52 74 60 
 52 96 83 
 53 70 -50 
 53 73 35 
 53 99 81 
 54 57 -85 
 54 82 -86 
 54 86 -87 
 54 87 -18 
 55 58 73 
 55 62 -95 
 56 58 -61 
 56 89 -54 
 56 97 -56 
 57 70 11 
 57 71 -46 
 57 77 -77 
 57 82 6 
 57 86 -57 
 58 62 -5 
 58 72 91 
 58 86 -48 
 58 88 -1 
 58 89 70 
 59 68 58 
 59 77 -80 
 59 86 64 
 59 93 -23 
 59 98 -61 
 59 99 72 
 60 61 -9 
 60 65 7 
 60 68 -89 
 60 70 -63 
 60 71 -59 
 60 74 -49 
 60 78 -44 
 60 99 98 
 61 64 61 
 61 68 46 
 61 70 -66 
 62 69 -42 
 62 71 -37 
 62 76 -27 
 62 92 -32 
 63 87 -94 
 63 90 -57 
 64 70 -59 
 64 80 -53 
 64 86 -80 
 64 91 66 
 64 92 -94 
 64 96 55 
 64 99 19 
 65 72 27 
 65 91 -19 
 66 66 3 
 66 73 -50 
 66 79 -19 
 66 86 -1 
 66 90 68 
 66 92 54 
 67 81 -77 
 68 70 60 
 68 78 -40 
 68 82 45 
 68 85 -15 
 69 76 -45 
 69 90 -10 
 69 99 -30 
 69 100 -4 
 70 79 25 
 70 83 95 
 70 90 35 
 70 97 16 
 71 80 -50 
 71 93 12 
 71 99 -91 
 72 75 79 
 72 76 -2 
 72 79 78 
 72 82 16 
 72 94 89 
 72 96 84 
 72 97 94 
 73 78 2 
 73 89 86 
 73 91 -57 
 73 92 29 
 75 76 6 
 75 80 89 
 75 81 84 
 75 88 -71 
 76 88 -88 
 77 79 -8 
 77 91 -84 
 77 95 -33 
 77 97 5 
 78 81 45 
 78 87 45 
 78 97 62 
 79 88 -70 
 79 90 72 
 79 99 84 
 80 81 24 
 80 87 -62 
 81 83 -42 
 81 90 71 
 82 88 92 
 82 92 34 
 83 94 -29 
 83 96 70 
 83 98 -27 
 84 84 69 
 84 93 3 
 84 97 60 
 86 86 15 
 86 100 82 
 88 95 -12 
 88 99 -38 
 90 90 -37 
 90 97 -21 
 92 98 -83 
 94 99 -70 
 94 100 25 
 96 97 71 
 97 99 -93 
 100 511 
 1 12 -63 
 1 13 -62 
 1 15 34 
 1 32 -44 
 1 35 33 
 1 39 24 
 1 50 84 
 1 52 49 
 1 89 32 
 2 15 59 
 2 17 56 
 2 29 26 
 2 36 14 
 2 38 -49 
 2 65 -32 
 2 72 -4 
 2 73 36 
 2 97 -93 
 2 100 1 
 3 9 -29 
 3 40 15 
 3 56 61 
 3 58 -67 
 3 70 15 
 3 79 -63 
 3 84 78 
 3 98 40 
 4 8 39 
 4 9 -49 
 4 18 -1 
 4 35 -95 
 4 47 -4 
 4 48 64 
 4 54 -96 
 4 58 93 
 4 78 -42 
 4 88 -46 
 5 7 -67 
 5 11 56 
 5 28 -45 
 5 37 34 
 5 45 16 
 5 49 21 
 5 70 -37 
 5 73 -84 
 5 87 -45 
 6 8 -20 
 6 17 90 
 6 25 -4 
 6 30 -44 
 6 63 7 
 6 65 -79 
 6 66 95 
 6 81 60 
 7 13 71 
 7 18 -75 
 7 24 -46 
 7 27 -53 
 7 38 56 
 7 57 7 
 7 62 93 
 7 63 -59 
 7 64 -91 
 8 25 -48 
 8 33 -66 
 8 35 58 
 8 37 42 
 8 59 -16 
 8 74 8 
 8 82 20 
 9 18 52 
 9 25 -95 
 9 50 -24 
 9 67 -97 
 9 75 86 
 9 77 -89 
 9 94 -13 
 9 95 85 
 10 25 -1 
 10 39 -12 
 10 45 -15 
 10 47 76 
 10 54 31 
 10 57 -64 
 10 68 23 
 11 30 -47 
 11 41 -20 
 11 64 100 
 11 70 16 
 11 75 39 
 11 76 37 
 11 83 -19 
 11 87 7 
 11 96 17 
 12 19 8 
 12 29 -98 
 12 34 -42 
 12 38 -96 
 12 40 62 
 12 46 -78 
 12 51 -69 
 12 59 -63 
 12 90 -13 
 13 22 -88 
 13 38 -72 
 13 39 31 
 13 47 12 
 13 58 -49 
 13 59 97 
 13 64 -66 
 13 70 -77 
 13 78 -39 
 13 87 -54 
 14 22 -4 
 14 32 1 
 14 50 26 
 14 60 78 
 14 71 -95 
 14 72 73 
 14 77 90 
 14 78 14 
 14 81 -5 
 14 98 17 
 15 17 -52 
 15 32 41 
 15 36 -92 
 15 40 -86 
 15 42 74 
 15 43 96 
 15 49 19 
 15 53 -14 
 15 62 -91 
 15 77 33 
 16 16 -39 
 16 46 57 
 16 76 -63 
 17 41 55 
 17 58 91 
 17 63 40 
 17 74 21 
 17 78 -23 
 17 83 18 
 17 84 58 
 17 95 -57 
 18 20 -98 
 18 26 37 
 18 49 65 
 18 51 -60 
 18 58 80 
 18 62 -13 
 18 64 -24 
 18 78 16 
 19 37 -38 
 19 44 28 
 19 51 -54 
 19 77 -50 
 19 80 36 
 19 81 -84 
 19 97 69 
 19 98 -73 
 20 26 84 
 20 33 54 
 20 52 38 
 20 56 -95 
 20 68 85 
 20 81 49 
 20 85 11 
 20 92 -39 
 20 95 -79 
 20 100 -46 
 21 25 16 
 21 30 -39 
 21 37 -81 
 21 46 88 
 21 57 -53 
 21 70 7 
 21 78 67 
 21 79 -74 
 21 90 -80 
 21 97 -90 
 22 34 -7 
 22 43 -44 
 22 67 -29 
 22 69 -96 
 22 72 -1 
 22 81 -61 
 23 42 50 
 23 49 -97 
 23 53 12 
 23 54 -6 
 23 68 -8 
 23 91 -49 
 24 32 -93 
 24 33 59 
 24 40 1 
 24 52 -96 
 24 54 -39 
 25 27 -66 
 25 31 21 
 25 57 -40 
 25 61 -23 
 25 62 -70 
 25 69 -67 
 25 72 -18 
 25 78 69 
 25 84 89 
 25 91 23 
 25 99 24 
 26 34 -81 
 26 47 74 
 26 53 73 
 26 57 11 
 26 86 -34 
 26 92 47 
 26 95 13 
 27 27 -32 
 27 28 95 
 27 31 55 
 27 33 -82 
 27 35 -51 
 27 38 -46 
 27 57 63 
 27 74 -27 
 27 75 32 
 27 80 -12 
 27 82 -80 
 27 86 54 
 27 88 -9 
 28 34 52 
 28 48 -95 
 28 52 -86 
 28 55 21 
 28 65 27 
 28 66 5 
 28 84 76 
 28 88 94 
 28 95 -17 
 28 99 82 
 29 30 -56 
 29 33 100 
 29 64 -41 
 29 71 -34 
 29 72 17 
 29 76 43 
 29 88 43 
 29 90 98 
 29 99 -50 
 30 32 5 
 30 49 -69 
 30 54 -81 
 30 55 -11 
 30 58 -10 
 30 68 56 
 30 71 20 
 30 74 45 
 30 75 58 
 30 77 -10 
 30 94 -83 
 30 95 81 
 31 34 22 
 31 55 -10 
 31 66 66 
 31 68 1 
 31 79 35 
 31 80 4 
 31 81 65 
 31 93 90 
 31 95 30 
 31 96 -56 
 32 45 86 
 32 53 -95 
 32 66 22 
 32 82 43 
 33 36 -94 
 33 44 36 
 33 48 7 
 33 54 52 
 33 70 -95 
 33 93 49 
 34 39 -31 
 34 75 -95 
 34 88 -12 
 35 54 64 
 35 57 71 
 35 63 -18 
 35 75 78 
 35 88 -52 
 36 37 -79 
 36 39 89 
 36 40 36 
 36 45 5 
 36 55 -57 
 36 72 -78 
 36 84 14 
 36 86 -47 
 36 96 19 
 37 37 -40 
 37 38 -65 
 37 52 -23 
 37 54 76 
 37 56 4 
 37 60 -4 
 37 67 -46 
 37 73 -95 
 37 97 -12 
 38 47 -47 
 38 62 -31 
 38 70 -90 
 38 87 -3 
 38 88 94 
 38 90 69 
 38 92 95 
 39 58 39 
 39 71 -96 
 39 75 38 
 39 82 -78 
 39 85 90 
 39 97 -7 
 40 48 86 
 40 49 54 
 40 62 78 
 40 70 61 
 40 73 43 
 40 83 -48 
 40 84 8 
 41 42 1 
 41 46 -10 
 41 54 72 
 41 79 14 
 41 82 -26 
 42 44 -78 
 42 48 -60 
 42 69 -60 
 42 78 -7 
 43 43 -38 
 43 46 -23 
 43 48 -5 
 43 52 7 
 43 58 29 
 43 73 52 
 43 79 94 
 43 81 24 
 43 91 -81 
 43 96 38 
 43 97 -16 
 44 60 82 
 44 62 74 
 44 88 -3 
 45 58 -48 
 45 61 95 
 45 74 36 
 45 88 86 
 45 89 95 
 45 98 1 
 46 48 -69 
 46 50 8 
 46 63 18 
 46 70 57 
 46 90 -54 
 46 96 91 
 46 98 -44 
 47 59 20 
 47 60 84 
 47 86 69 
 47 95 -35 
 47 98 -25 
 47 99 -37 
 48 51 9 
 48 61 -8 
 48 64 -61 
 48 76 -98 
 48 79 78 
 48 84 13 
 48 87 32 
 48 92 12 
 49 51 84 
 49 59 -25 
 49 60 90 
 49 61 -11 
 49 76 97 
 49 94 -87 
 50 50 36 
 50 53 -60 
 50 57 97 
 50 84 40 
 50 93 -24 
 50 97 -81 
 51 80 -30 
 51 98 6 
 51 100 14 
 52 53 92 
 52 71 4 
 52 79 -15 
 52 84 85 
 53 57 -9 
 53 67 -44 
 53 76 -35 
 53 86 40 
 53 100 -6 
 54 60 -58 
 54 70 -49 
 54 71 60 
 54 95 -14 
 55 57 -52 
 55 61 3 
 55 83 -93 
 55 92 -4 
 55 98 -2 
 56 63 -93 
 56 69 -72 
 56 71 85 
 56 89 -30 
 56 94 89 
 57 69 -67 
 57 73 58 
 57 82 34 
 57 86 88 
 57 87 -54 
 57 93 84 
 57 99 73 
 58 65 -83 
 58 66 -1 
 58 70 10 
 58 71 93 
 58 73 -55 
 58 75 -60 
 58 91 -4 
 58 99 86 
 59 73 33 
 59 75 87 
 59 88 -73 
 59 93 80 
 60 68 -14 
 60 82 77 
 60 85 67 
 60 94 -66 
 60 95 -24 
 61 80 -17 
 61 81 55 
 61 97 -58 
 62 63 -77 
 62 75 -9 
 62 84 -26 
 63 79 62 
 63 88 -32 
 64 79 -49 
 64 86 -73 
 65 66 -40 
 65 72 8 
 65 77 -89 
 65 92 -8 
 65 97 41 
 65 99 16 
 66 71 18 
 66 77 -20 
 66 85 2 
 67 68 100 
 67 71 -24 
 67 74 14 
 67 79 62 
 67 89 46 
 68 93 -10 
 68 99 91 
 70 77 -94 
 70 91 -18 
 71 74 100 
 71 75 -49 
 71 78 -61 
 71 86 -29 
 71 95 80 
 71 99 4 
 72 73 55 
 72 77 92 
 72 80 39 
 72 98 17 
 73 93 100 
 74 82 -27 
 74 97 -14 
 75 87 35 
 75 92 25 
 75 95 -74 
 75 98 5 
 77 90 7 
 77 93 3 
 77 96 20 
 77 97 74 
 78 84 17 
 79 89 4 
 79 90 -48 
 80 90 -17 
 80 99 6 
 81 87 -4 
 81 96 82 
 82 90 53 
 82 94 80 
 82 99 64 
 83 84 -14 
 84 97 6 
 85 95 -75 
 87 99 -19 
 88 92 3 
 88 99 -29 
 89 89 -58 
 89 99 -16 
 93 99 7 
 95 95 81 
 95 97 -33 
 96 96 -55 
 96 100 -73 
 97 98 98 
 98 98 -75 
 100 497 
 1 7 -36 
 1 23 18 
 1 60 15 
 1 81 -59 
 1 88 39 
 1 90 -45 
 2 8 -18 
 2 14 -15 
 2 20 -58 
 2 25 -43 
 2 42 -20 
 2 50 49 
 2 54 57 
 2 65 -71 
 2 66 80 
 2 73 81 
 2 74 81 
 2 82 4 
 2 87 96 
 3 7 -75 
 3 14 5 
 3 21 -29 
 3 35 70 
 3 50 -33 
 3 58 -76 
 3 60 -40 
 3 97 91 
 4 9 27 
 4 20 9 
 4 27 51 
 4 35 86 
 4 39 -48 
 4 41 90 
 4 50 56 
 4 65 63 
 4 66 10 
 4 70 -51 
 4 77 7 
 4 81 12 
 4 91 -81 
 5 23 12 
 5 30 -96 
 5 38 88 
 5 52 76 
 5 58 46 
 5 64 1 
 5 72 92 
 5 82 -8 
 6 8 -70 
 6 39 83 
 6 57 -72 
 6 73 -11 
 6 77 -54 
 6 90 -71 
 6 95 5 
 7 40 49 
 7 52 3 
 7 67 47 
 7 74 63 
 7 75 -96 
 7 80 19 
 8 12 -63 
 8 30 89 
 8 47 -26 
 8 54 -44 
 8 55 -15 
 8 56 -12 
 8 59 79 
 8 60 -4 
 8 74 -68 
 8 82 4 
 8 85 52 
 8 90 -22 
 9 10 26 
 9 15 5 
 9 18 -98 
 9 34 91 
 9 70 49 
 9 73 -91 
 9 85 58 
 9 96 67 
 10 10 20 
 10 18 62 
 10 21 32 
 10 38 50 
 10 40 37 
 10 44 -32 
 10 66 -42 
 10 78 59 
 11 28 46 
 11 34 75 
 11 41 -25 
 11 43 34 
 11 72 -67 
 11 83 -16 
 11 90 16 
 12 21 51 
 12 24 -57 
 12 31 95 
 12 32 -58 
 12 35 71 
 12 36 -65 
 12 39 -65 
 12 41 -78 
 12 51 11 
 12 54 -76 
 12 57 7 
 12 62 87 
 12 71 93 
 12 77 -90 
 13 13 78 
 13 17 96 
 13 19 53 
 13 24 -58 
 13 27 76 
 13 53 50 
 13 57 -62 
 13 67 37 
 13 89 34 
 13 91 -18 
 13 95 -99 
 14 19 38 
 14 25 -23 
 14 26 -39 
 14 33 51 
 14 36 -95 
 14 58 85 
 14 65 51 
 14 70 77 
 14 99 -36 
 14 100 -99 
 15 24 68 
 15 55 86 
 15 60 96 
 15 65 -48 
 15 67 53 
 15 77 20 
 16 23 -95 
 16 25 -16 
 16 26 -91 
 16 34 19 
 16 51 -44 
 16 59 -35 
 16 66 -64 
 16 94 93 
 16 97 42 
 17 33 62 
 17 58 -71 
 17 82 -91 
 18 25 97 
 18 29 91 
 18 46 7 
 18 91 34 
 19 48 86 
 19 49 -15 
 19 56 -29 
 19 58 30 
 19 68 28 
 19 77 56 
 19 86 -41 
 19 99 49 
 20 25 93 
 20 28 -83 
 20 32 -32 
 20 43 -96 
 20 44 -74 
 20 69 -66 
 20 89 -8 
 21 41 36 
 21 43 15 
 21 45 -56 
 21 55 63 
 21 61 17 
 21 74 59 
 21 76 39 
 21 80 -72 
 21 93 48 
 22 42 -88 
 22 45 37 
 22 54 29 
 22 60 53 
 22 65 43 
 22 66 16 
 22 76 -49 
 22 89 92 
 22 92 41 
 23 51 73 
 23 66 9 
 23 75 25 
 23 81 -18 
 23 87 88 
 23 93 -24 
 23 99 60 
 24 25 59 
 24 70 -33 
 24 72 -80 
 24 80 -74 
 24 82 20 
 24 95 -44 
 25 25 -92 
 25 30 54 
 25 36 -83 
 25 37 -88 
 25 45 -25 
 25 48 -28 
 25 51 23 
 26 29 -3 
 26 38 -89 
 26 39 -52 
 26 40 62 
 26 55 91 
 26 68 31 
 26 70 17 
 26 72 57 
 26 78 73 
 27 37 30 
 27 38 -97 
 27 39 65 
 27 41 92 
 27 45 -56 
 27 55 -33 
 27 75 -88 
 27 88 -2 
 28 43 79 
 28 53 87 
 28 56 -76 
 28 66 -70 
 28 77 -30 
 28 78 91 
 28 93 65 
 28 98 2 
 29 30 -97 
 29 38 -88 
 29 44 -89 
 29 79 7 
 29 96 -50 
 30 39 49 
 30 44 -4 
 30 48 41 
 30 53 -19 
 30 60 15 
 30 99 -41 
 31 73 38 
 31 80 -73 
 31 86 17 
 31 90 -95 
 32 34 -71 
 32 49 -74 
 32 68 -21 
 32 84 -77 
 32 100 -87 
 33 34 -88 
 33 60 93 
 33 66 -93 
 33 69 54 
 33 91 69 
 34 35 -81 
 34 44 48 
 34 57 100 
 34 60 -71 
 34 76 87 
 34 84 59 
 34 100 -55 
 35 58 -70 
 35 77 -9 
 35 95 93 
 36 61 -73 
 36 69 -95 
 36 70 -43 
 36 77 -85 
 36 80 79 
 36 81 10 
 37 50 33 
 37 51 -88 
 37 58 -84 
 37 61 -27 
 37 76 -7 
 37 81 -29 
 37 87 -80 
 37 88 6 
 37 97 66 
 38 38 24 
 38 42 -64 
 38 45 91 
 38 47 83 
 38 56 64 
 38 58 -90 
 38 59 -85 
 38 69 15 
 38 76 79 
 38 92 -27 
 38 97 -81 
 39 56 -81 
 39 65 -52 
 39 72 -15 
 39 73 -71 
 39 74 82 
 39 75 -21 
 39 82 -91 
 39 88 19 
 40 40 -74 
 40 45 -53 
 40 48 59 
 40 56 53 
 40 62 -29 
 40 72 5 
 40 77 -3 
 40 93 -66 
 41 62 -21 
 41 97 75 
 41 98 -25 
 42 58 48 
 42 67 -23 
 42 79 62 
 42 90 61 
 42 99 2 
 43 68 58 
 43 78 -53 
 44 65 39 
 44 83 -29 
 44 94 -83 
 44 96 -2 
 44 100 24 
 45 46 49 
 45 52 -94 
 46 66 -54 
 46 69 56 
 46 70 38 
 46 90 -95 
 46 91 -8 
 46 99 54 
 47 47 -71 
 47 57 46 
 47 59 42 
 47 63 18 
 47 67 9 
 47 71 64 
 47 81 -74 
 47 86 90 
 47 89 61 
 47 92 70 
 47 97 3 
 48 54 -8 
 48 62 65 
 48 93 13 
 48 94 -81 
 48 96 -57 
 49 66 47 
 49 80 -47 
 49 81 18 
 49 98 -60 
 50 66 24 
 50 73 -76 
 50 86 -84 
 50 88 38 
 50 93 -65 
 50 94 17 
 51 82 -57 
 51 92 -79 
 51 98 -1 
 51 99 32 
 52 72 24 
 52 76 41 
 52 77 70 
 52 80 75 
 52 81 -37 
 52 82 -10 
 52 87 33 
 52 93 90 
 53 55 34 
 53 64 35 
 53 68 -94 
 53 75 5 
 53 87 -36 
 54 55 -81 
 54 56 41 
 54 58 50 
 54 63 -47 
 54 66 30 
 54 71 -36 
 54 77 -12 
 54 79 95 
 54 82 14 
 54 83 -59 
 55 69 34 
 55 79 -69 
 55 85 83 
 56 78 21 
 56 90 -70 
 57 66 100 
 57 67 -54 
 57 92 96 
 57 96 47 
 58 68 -84 
 58 70 -84 
 58 76 49 
 58 78 35 
 58 89 65 
 59 74 13 
 59 83 76 
 59 84 -30 
 59 93 -30 
 59 97 48 
 60 72 -86 
 60 83 89 
 60 89 -76 
 60 91 -13 
 60 97 17 
 61 66 8 
 61 76 46 
 61 77 55 
 61 85 -42 
 61 89 10 
 61 93 -78 
 62 73 94 
 62 81 48 
 62 86 54 
 63 78 96 
 63 84 97 
 63 85 -30 
 63 91 69 
 63 92 -97 
 64 66 -55 
 64 79 98 
 65 67 73 
 65 69 46 
 65 72 76 
 66 66 -47 
 66 76 -3 
 66 81 -41 
 66 82 83 
 66 84 38 
 66 88 -41 
 66 97 90 
 67 67 -50 
 67 71 46 
 67 100 -51 
 68 84 53 
 68 100 14 
 69 81 -75 
 69 92 -15 
 69 93 96 
 69 98 94 
 70 70 -77 
 70 75 -59 
 70 98 40 
 70 99 71 
 72 77 28 
 72 79 30 
 72 82 66 
 72 92 28 
 73 75 -45 
 73 86 40 
 73 90 32 
 74 76 -67 
 74 97 81 
 75 79 94 
 75 92 -48 
 75 94 -72 
 75 96 -18 
 75 99 -79 
 76 85 80 
 76 89 35 
 76 97 -1 
 76 98 -75 
 77 80 24 
 77 81 -33 
 77 91 -21 
 77 94 43 
 78 93 38 
 79 79 94 
 80 85 13 
 80 88 63 
 80 89 30 
 80 90 -92 
 80 95 25 
 80 99 -14 
 81 86 46 
 81 94 -84 
 82 85 29 
 82 86 79 
 82 87 23 
