 10 
 500 12421 
 72 462 -14 
 72 464 -61 
 72 473 63 
 72 475 91 
 72 482 -64 
 72 489 -16 
 72 490 53 
 72 493 -67 
 73 97 82 
 73 100 -36 
 73 112 -33 
 73 120 -24 
 73 124 26 
 73 140 -79 
 73 145 54 
 73 171 -28 
 73 173 61 
 73 212 87 
 73 229 -9 
 73 242 38 
 73 243 23 
 73 245 -76 
 73 256 38 
 73 263 -33 
 73 269 -46 
 73 300 15 
 73 303 3 
 73 321 71 
 73 345 -80 
 73 346 -96 
 73 374 -92 
 73 387 27 
 73 410 72 
 73 441 71 
 73 450 23 
 74 86 -69 
 74 89 28 
 74 96 95 
 74 116 87 
 74 129 -79 
 74 140 -35 
 74 142 63 
 74 153 20 
 74 161 54 
 74 166 61 
 74 186 -50 
 74 188 -3 
 74 200 -1 
 74 206 96 
 74 221 24 
 74 234 -40 
 74 239 73 
 74 244 100 
 74 279 -65 
 74 284 -56 
 74 288 -24 
 74 289 -9 
 74 297 -21 
 74 313 78 
 74 321 42 
 74 324 -96 
 74 326 -29 
 74 327 42 
 74 331 58 
 74 360 70 
 74 363 -66 
 74 380 42 
 74 382 -26 
 74 386 -32 
 74 387 -79 
 74 436 -87 
 74 444 -36 
 74 459 -72 
 74 472 25 
 74 488 -84 
 74 497 -25 
 75 76 -91 
 75 86 32 
 75 101 -9 
 75 102 -32 
 75 134 -38 
 75 138 -55 
 75 141 21 
 75 161 85 
 75 171 17 
 75 176 42 
 75 195 59 
 75 204 50 
 75 205 -34 
 75 208 -11 
 75 219 77 
 75 234 75 
 75 240 -16 
 75 245 63 
 75 254 62 
 75 262 -47 
 75 268 -71 
 75 271 -20 
 75 308 89 
 75 322 8 
 75 323 95 
 75 327 -63 
 75 331 -3 
 75 335 -79 
 75 345 13 
 75 350 66 
 75 362 10 
 75 370 83 
 75 380 62 
 75 401 73 
 75 406 58 
 75 422 52 
 75 449 -46 
 75 457 43 
 75 470 44 
 75 487 4 
 75 500 -72 
 76 104 7 
 76 108 24 
 76 134 -84 
 76 135 -55 
 76 139 -58 
 76 151 -8 
 76 161 91 
 76 163 -59 
 76 167 83 
 76 192 -62 
 76 199 -50 
 76 211 -75 
 76 215 -27 
 76 216 -31 
 76 222 -49 
 76 244 31 
 76 259 98 
 76 274 -35 
 76 300 28 
 76 305 -70 
 76 318 65 
 76 326 75 
 76 332 -74 
 76 337 -75 
 76 339 -21 
 76 346 -57 
 76 354 83 
 76 360 -16 
 76 362 23 
 76 367 -76 
 76 371 78 
 76 386 6 
 76 387 -48 
 76 389 37 
 76 404 -83 
 76 411 46 
 76 423 100 
 76 426 66 
 76 439 37 
 76 452 -78 
 76 456 30 
 76 462 70 
 76 469 87 
 77 85 52 
 77 86 -32 
 77 89 -9 
 77 100 -6 
 77 105 -31 
 77 108 96 
 77 116 51 
 77 157 -5 
 77 158 -91 
 77 160 54 
 77 168 31 
 77 175 -15 
 77 181 98 
 77 191 35 
 77 208 -46 
 77 253 73 
 77 264 44 
 77 266 -10 
 77 278 -3 
 77 280 1 
 77 303 52 
 77 330 -99 
 77 331 -89 
 77 353 -73 
 77 365 -28 
 77 371 -2 
 77 378 83 
 77 388 -74 
 77 402 -83 
 77 405 -11 
 77 407 72 
 77 436 84 
 77 445 -46 
 77 455 -51 
 77 459 22 
 77 462 78 
 77 471 -70 
 77 473 -12 
 77 479 6 
 77 480 -19 
 77 491 26 
 78 89 -79 
 78 112 54 
 78 115 68 
 78 118 -83 
 78 122 94 
 78 127 3 
 78 144 -44 
 78 146 -45 
 78 149 70 
 78 156 -19 
 78 158 79 
 78 170 79 
 78 177 -9 
 78 179 4 
 78 187 55 
 78 189 95 
 78 194 -76 
 78 205 -76 
 78 217 52 
 78 219 24 
 78 222 75 
 78 225 12 
 78 247 19 
 78 258 97 
 78 270 95 
 78 272 -69 
 78 300 61 
 78 311 24 
 78 319 59 
 78 329 -52 
 78 351 2 
 78 355 -59 
 78 360 55 
 78 371 79 
 78 378 54 
 78 400 -38 
 78 415 36 
 78 421 -44 
 78 422 -27 
 78 440 -35 
 78 444 99 
 78 451 -18 
 78 460 58 
 78 462 -57 
 78 476 43 
 78 478 46 
 78 481 -58 
 78 487 95 
 78 489 -24 
 78 496 -16 
 79 117 15 
 79 118 88 
 79 123 -98 
 79 127 39 
 79 165 35 
 79 171 12 
 79 175 -16 
 79 188 71 
 79 189 -34 
 79 205 84 
 79 216 -32 
 79 217 61 
 79 222 -10 
 79 228 85 
 79 268 72 
 79 271 -37 
 79 272 11 
 79 273 -1 
 79 289 -77 
 79 291 7 
 79 299 -68 
 79 301 -98 
 79 319 -61 
 79 343 -28 
 79 361 -40 
 79 369 -82 
 79 370 -3 
 79 371 -47 
 79 401 -87 
 79 432 -45 
 79 435 -56 
 79 441 -20 
 79 456 -48 
 79 462 47 
 79 471 -56 
 79 483 59 
 79 499 -4 
 80 85 -25 
 80 86 57 
 80 90 14 
 80 96 93 
 80 98 -20 
 80 102 -36 
 80 104 65 
 80 106 55 
 80 116 21 
 80 119 -7 
 80 139 60 
 80 142 79 
 80 242 35 
 80 248 -59 
 80 270 96 
 80 275 -68 
 80 285 94 
 80 292 32 
 80 298 -35 
 80 308 73 
 80 326 -7 
 80 335 84 
 80 336 -24 
 80 346 62 
 80 348 -89 
 80 357 42 
 80 360 -33 
 80 362 30 
 80 363 52 
 80 364 7 
 80 366 -98 
 80 375 97 
 80 412 27 
 80 419 -1 
 80 442 -35 
 80 450 -84 
 80 456 51 
 80 457 -39 
 80 472 -99 
 80 484 -91 
 80 493 78 
 81 86 38 
 81 106 -42 
 81 109 -75 
 81 114 27 
 81 122 -85 
 81 123 63 
 81 149 -71 
 81 162 94 
 81 174 -42 
 81 179 -39 
 81 184 -17 
 81 190 94 
 81 195 -93 
 81 222 -20 
 81 223 -54 
 81 232 50 
 81 252 -60 
 81 253 -60 
 81 256 68 
 81 261 37 
 81 268 -34 
 81 278 3 
 81 297 -32 
 81 303 -77 
 81 313 -85 
 81 325 -59 
 81 331 84 
 81 335 15 
 81 340 96 
 81 341 -32 
 81 354 -20 
 81 369 23 
 81 391 -75 
 81 392 67 
 81 393 -89 
 81 410 86 
 81 413 92 
 81 420 13 
 81 442 8 
 81 451 3 
 81 460 -56 
 81 482 -63 
 81 491 30 
 81 499 56 
 81 500 -74 
 82 82 22 
 82 89 -23 
 82 90 77 
 82 91 -82 
 82 95 -3 
 82 100 -11 
 82 104 46 
 82 107 71 
 82 117 -20 
 82 133 63 
 82 140 -26 
 82 145 99 
 82 148 92 
 82 152 -70 
 82 165 -57 
 82 178 -65 
 82 184 78 
 82 186 -96 
 82 197 -21 
 82 202 20 
 82 209 2 
 82 213 -56 
 82 233 -91 
 82 234 16 
 82 238 77 
 82 241 -62 
 82 243 -27 
 82 265 -95 
 82 273 17 
 82 275 -67 
 82 281 88 
 82 282 64 
 82 285 -96 
 82 295 -88 
 82 304 70 
 82 309 -19 
 82 311 54 
 82 334 26 
 82 339 15 
 82 340 -36 
 82 341 -36 
 82 349 90 
 82 376 -77 
 82 385 -85 
 82 404 24 
 82 420 49 
 82 429 -51 
 82 430 -63 
 82 444 -88 
 82 452 72 
 82 456 52 
 82 492 46 
 82 493 -56 
 83 115 38 
 83 117 88 
 83 122 -12 
 83 136 -49 
 83 139 -78 
 83 144 14 
 83 160 -83 
 83 163 19 
 83 164 100 
 83 166 34 
 83 173 -81 
 83 180 53 
 83 188 16 
 83 190 97 
 83 200 52 
 83 201 -29 
 83 219 -22 
 83 221 -9 
 83 230 -10 
 83 243 -38 
 83 247 -83 
 83 254 59 
 83 256 40 
 83 265 -9 
 83 268 -21 
 83 283 63 
 83 296 22 
 83 298 61 
 83 300 -80 
 83 301 -16 
 83 304 -25 
 83 315 91 
 83 335 97 
 83 361 -80 
 83 376 82 
 83 378 49 
 83 394 -86 
 83 399 -30 
 83 405 -42 
 83 433 -97 
 83 460 26 
 83 464 82 
 83 472 15 
 83 496 -30 
 83 499 -91 
 84 99 -19 
 84 114 -1 
 84 122 41 
 84 124 -62 
 84 127 -43 
 84 130 -18 
 84 149 23 
 84 151 -29 
 84 162 91 
 84 169 -40 
 84 172 -5 
 84 175 -41 
 84 186 73 
 84 205 -59 
 84 223 -52 
 84 224 -4 
 84 229 77 
 84 231 -89 
 84 237 8 
 84 245 -61 
 84 251 -81 
 84 257 -81 
 84 266 49 
 84 281 -31 
 84 301 91 
 84 308 -93 
 84 312 36 
 84 320 -3 
 84 327 -39 
 84 338 -23 
 84 374 -20 
 84 379 -85 
 84 400 -34 
 84 406 -12 
 84 419 55 
 84 421 48 
 84 423 48 
 84 436 26 
 84 443 55 
 84 456 96 
 84 469 -19 
 84 494 71 
 84 500 31 
 85 88 -95 
 85 102 19 
 85 144 10 
 85 149 10 
 85 161 56 
 85 163 9 
 85 195 -55 
 85 221 6 
 85 233 -9 
 85 252 -74 
 85 253 24 
 85 258 -37 
 85 278 -35 
 85 295 -13 
 85 302 20 
 85 313 56 
 85 321 -3 
 85 322 -6 
 85 335 -85 
 85 345 53 
 85 368 5 
 85 385 80 
 85 387 -30 
 85 396 59 
 85 399 44 
 85 409 38 
 85 422 40 
 85 434 4 
 85 443 -14 
 85 447 74 
 85 463 63 
 85 470 -74 
 85 473 51 
 85 476 46 
 85 479 81 
 85 497 -77 
 86 89 24 
 86 96 96 
 86 104 73 
 86 105 -60 
 86 128 73 
 86 131 70 
 86 147 42 
 86 151 -3 
 86 170 34 
 86 171 7 
 86 172 -87 
 86 184 -30 
 86 186 -2 
 86 210 -21 
 86 211 -75 
 86 224 17 
 86 226 61 
 86 232 64 
 86 235 -28 
 86 253 15 
 86 272 -23 
 86 283 -24 
 86 290 -97 
 86 300 -86 
 86 313 -6 
 86 326 69 
 86 336 56 
 86 347 46 
 86 351 33 
 86 358 -42 
 86 372 -37 
 86 382 -42 
 86 385 -48 
 86 389 -11 
 86 427 -25 
 86 436 -32 
 86 446 -57 
 86 467 -17 
 86 469 -89 
 86 476 29 
 86 481 5 
 86 482 95 
 86 495 82 
 87 91 43 
 87 110 -44 
 87 119 52 
 87 123 4 
 87 207 72 
 87 216 37 
 87 225 26 
 87 230 31 
 87 244 -49 
 87 245 35 
 87 248 -5 
 87 262 73 
 87 270 -43 
 87 275 -72 
 87 297 -43 
 87 303 -75 
 87 304 -4 
 87 313 78 
 87 322 -13 
 87 326 16 
 87 334 91 
 87 336 99 
 87 344 -96 
 87 361 -77 
 87 366 -21 
 87 374 21 
 87 378 -26 
 87 386 -49 
 87 388 43 
 87 393 16 
 87 394 49 
 87 404 -25 
 87 414 -93 
 87 427 48 
 87 428 13 
 87 437 -16 
 87 458 18 
 87 462 -71 
 87 464 -34 
 87 466 49 
 87 482 43 
 87 489 57 
 88 92 -97 
 88 136 96 
 88 145 37 
 88 172 57 
 88 176 -47 
 88 180 67 
 88 195 -57 
 88 230 93 
 88 233 55 
 88 265 81 
 88 267 62 
 88 272 -93 
 88 273 -81 
 88 276 61 
 88 282 -25 
 88 300 49 
 88 323 94 
 88 332 -84 
 88 336 12 
 88 346 73 
 88 349 -18 
 88 352 -78 
 88 382 -27 
 88 384 64 
 88 398 -70 
 88 403 66 
 88 406 -44 
 88 425 99 
 88 426 35 
 88 428 -36 
 88 449 69 
 88 451 78 
 88 464 -51 
 88 468 -32 
 88 471 -12 
 89 89 79 
 89 90 -35 
 89 95 17 
 89 107 -8 
 89 112 89 
 89 123 -71 
 89 124 64 
 89 140 -78 
 89 166 5 
 89 183 36 
 89 190 -36 
 89 198 -82 
 89 208 11 
 89 213 60 
 89 220 -38 
 89 228 -91 
 89 256 85 
 89 286 41 
 89 288 28 
 89 289 -5 
 89 303 -86 
 89 315 -6 
 89 316 79 
 89 327 -38 
 89 330 37 
 89 344 -8 
 89 352 86 
 89 364 -83 
 89 365 12 
 89 394 -46 
 89 395 87 
 89 396 71 
 89 416 12 
 89 419 3 
 89 422 -40 
 89 423 -85 
 89 433 32 
 89 436 33 
 89 445 15 
 89 459 76 
 89 498 -22 
 89 500 91 
 90 96 55 
 90 101 1 
 90 104 100 
 90 107 63 
 90 111 36 
 90 125 30 
 90 127 61 
 90 149 87 
 90 151 -62 
 90 159 -68 
 90 174 -49 
 90 181 76 
 90 182 19 
 90 198 -69 
 90 199 23 
 90 207 18 
 90 208 -77 
 90 236 -38 
 90 246 -47 
 90 264 90 
 90 268 -89 
 90 282 62 
 90 300 -71 
 90 314 -94 
 90 336 -15 
 90 338 20 
 90 342 -44 
 90 346 -25 
 90 349 -2 
 90 359 -34 
 90 364 43 
 90 370 19 
 90 379 -59 
 90 392 -91 
 90 393 -95 
 90 397 -94 
 90 409 -21 
 90 426 95 
 90 435 1 
 90 437 -52 
 90 438 -11 
 90 441 66 
 90 444 51 
 90 451 -61 
 90 476 -55 
 90 486 -58 
 90 495 -66 
 90 500 -9 
 91 93 -89 
 91 97 -75 
 91 113 49 
 91 122 55 
 91 129 -53 
 91 134 -75 
 91 139 51 
 91 142 -16 
 91 156 -56 
 91 162 58 
 91 174 -29 
 91 177 92 
 91 183 27 
 91 213 -32 
 91 218 -21 
 91 232 -37 
 91 238 -79 
 91 239 39 
 91 255 45 
 91 273 47 
 91 295 -5 
 91 299 48 
 91 314 43 
 91 319 -64 
 91 336 31 
 91 338 -34 
 91 373 96 
 91 401 15 
 91 409 -56 
 91 413 81 
 91 419 92 
 91 420 89 
 91 442 -72 
 91 449 -49 
 91 450 -79 
 91 454 -84 
 91 458 -8 
 91 500 45 
 92 92 3 
 92 99 81 
 92 106 -12 
 92 108 -40 
 92 116 -33 
 92 121 -46 
 92 148 -48 
 92 160 -26 
 92 193 -59 
 92 202 82 
 92 209 7 
 92 225 78 
 92 231 66 
 92 240 -18 
 92 279 8 
 92 286 -18 
 92 295 -39 
 92 296 98 
 92 307 -80 
 92 323 99 
 92 337 91 
 92 358 54 
 92 361 -9 
 92 362 2 
 92 365 -76 
 92 374 48 
 92 390 -7 
 92 391 -27 
 92 392 56 
 92 398 -87 
 92 408 33 
 92 410 24 
 92 427 -65 
 92 435 -34 
 92 437 -91 
 92 463 -91 
 92 479 -47 
 92 494 -32 
 92 495 -1 
 93 95 -81 
 93 102 -20 
 93 104 -9 
 93 111 -16 
 93 112 -45 
 93 114 98 
 93 122 57 
 93 133 59 
 93 142 -24 
 93 154 -78 
 93 158 64 
 93 180 27 
 93 195 24 
 93 206 -6 
 93 208 73 
 93 209 -45 
 93 225 26 
 93 226 -97 
 93 228 -19 
 93 234 50 
 93 247 -94 
 93 256 95 
 93 259 20 
 93 275 49 
 93 299 76 
 93 303 -23 
 93 314 94 
 93 315 26 
 93 317 98 
 93 329 25 
 93 333 -83 
 93 335 -80 
 93 344 -89 
 93 361 67 
 93 367 -52 
 93 378 42 
 93 384 34 
 93 396 -63 
 93 404 -16 
 93 417 -92 
 93 449 73 
 93 474 79 
 93 478 43 
 93 480 10 
 93 481 74 
 93 482 12 
 93 484 -43 
 93 488 -72 
 93 498 -21 
 94 95 24 
 94 99 -98 
 94 106 -77 
 94 107 97 
 94 125 -64 
 94 135 12 
 94 144 98 
 94 150 49 
 94 151 -41 
 94 163 75 
 94 182 -16 
 94 189 20 
 94 191 -70 
 94 195 -95 
 94 215 50 
 94 218 75 
 94 231 -34 
 94 235 -9 
 94 242 -46 
 94 245 -67 
 94 286 49 
 94 301 89 
 94 307 66 
 94 310 -65 
 94 313 23 
 94 336 70 
 94 343 -92 
 94 350 -65 
 94 353 33 
 94 378 -30 
 94 393 22 
 94 401 77 
 94 409 -81 
 94 412 26 
 94 420 57 
 94 443 -97 
 94 451 93 
 94 478 -50 
 94 494 59 
 95 125 -54 
 95 129 91 
 95 132 -7 
 95 133 -85 
 95 136 -3 
 95 140 -16 
 95 170 -44 
 95 174 -82 
 95 182 43 
 95 190 -40 
 95 193 -89 
 95 196 52 
 95 203 -72 
 95 206 -76 
 95 211 85 
 95 217 70 
 95 218 -68 
 95 225 -96 
 95 274 7 
 95 278 -98 
 95 292 -30 
 95 297 -78 
 95 319 89 
 95 325 -87 
 95 328 39 
 95 329 -85 
 95 331 -76 
 95 332 44 
 95 338 10 
 95 353 8 
 95 357 -27 
 95 358 9 
 95 363 -66 
 95 370 -95 
 95 381 90 
 95 396 -7 
 95 416 43 
 95 421 7 
 95 445 28 
 95 454 22 
 95 455 25 
 95 457 -5 
 95 462 32 
 95 468 -33 
 95 473 52 
 95 477 43 
 95 486 -41 
 95 493 94 
 96 99 35 
 96 114 -38 
 96 117 47 
 96 125 94 
 96 143 65 
 96 164 38 
 96 169 25 
 96 174 -89 
 96 184 -35 
 96 189 -48 
 96 196 39 
 96 201 -33 
 96 202 79 
 96 203 -65 
 96 208 -18 
 96 214 1 
 96 216 -24 
 96 217 -95 
 96 232 72 
 96 239 -5 
 96 244 62 
 96 248 -24 
 96 259 40 
 96 261 49 
 96 264 37 
 96 268 68 
 96 269 -20 
 96 271 57 
 96 315 -37 
 96 316 27 
 96 335 -25 
 96 339 38 
 96 343 2 
 96 349 8 
 96 359 38 
 96 362 7 
 96 364 -27 
 96 375 52 
 96 384 54 
 96 388 38 
 96 407 66 
 96 409 5 
 96 416 -15 
 96 425 -19 
 96 445 61 
 96 465 -62 
 97 112 -65 
 97 122 7 
 97 123 55 
 97 150 -17 
 97 160 21 
 97 164 -77 
 97 174 79 
 97 180 41 
 97 197 -84 
 97 199 68 
 97 201 -11 
 97 207 -98 
 97 211 15 
 97 233 -8 
 97 248 -88 
 97 249 -22 
 97 258 44 
 97 259 -3 
 97 282 16 
 97 306 -51 
 97 311 48 
 97 313 9 
 97 314 -17 
 97 326 -97 
 97 339 15 
 97 351 51 
 97 355 67 
 97 356 -7 
 97 357 -92 
 97 358 -22 
 97 392 -56 
 97 409 -60 
 97 410 87 
 97 429 87 
 97 435 73 
 97 436 8 
 97 439 -58 
 97 447 -52 
 97 465 -6 
 97 470 -65 
 97 479 98 
 97 480 -89 
 97 482 -77 
 97 492 41 
 97 493 -80 
 98 104 51 
 98 124 -87 
 98 132 -1 
 98 140 46 
 98 149 72 
 98 153 -8 
 98 158 -94 
 98 161 71 
 98 197 61 
 98 198 76 
 98 203 97 
 98 208 -67 
 98 217 55 
 98 219 9 
 98 238 17 
 98 240 31 
 98 244 52 
 98 258 -47 
 98 277 79 
 98 286 -75 
 98 295 8 
 98 301 -70 
 98 302 -59 
 98 319 -74 
 98 326 85 
 98 340 -81 
 98 363 61 
 98 372 66 
 98 377 -62 
 98 378 -72 
 98 392 68 
 98 397 -60 
 98 411 17 
 98 416 40 
 98 419 62 
 98 435 74 
 98 446 -32 
 98 465 99 
 98 466 -4 
 98 477 -17 
 98 479 43 
 98 495 -93 
 98 498 20 
 98 499 -11 
 99 113 57 
 99 115 100 
 99 116 42 
 99 117 -51 
 99 121 -47 
 99 126 50 
 99 133 -64 
 99 139 26 
 99 143 -80 
 99 149 68 
 99 171 -69 
 99 192 -1 
 99 218 -45 
 99 226 -99 
 99 249 50 
 99 258 -96 
 99 260 -64 
 99 279 58 
 99 280 -32 
 99 281 -19 
 99 283 -64 
 99 289 1 
 99 309 -30 
 99 328 -36 
 99 331 40 
 99 350 89 
 99 361 4 
 99 366 60 
 99 367 19 
 99 376 -46 
 99 379 45 
 99 388 57 
 99 398 17 
 99 409 66 
 99 451 -59 
 99 459 97 
 99 464 -78 
 99 485 35 
 99 496 68 
 99 500 -94 
 100 107 43 
 100 111 35 
 100 125 -20 
 100 128 68 
 100 129 -16 
 100 136 55 
 100 161 42 
 100 165 52 
 100 172 14 
 100 173 47 
 100 186 86 
 100 187 33 
 100 193 63 
 100 200 83 
 100 202 37 
 100 213 -99 
 100 224 -75 
 100 226 76 
 100 247 -5 
 100 259 92 
 100 279 -22 
 100 283 54 
 100 305 96 
 100 306 28 
 100 310 -42 
 100 312 87 
 100 328 84 
 100 356 -63 
 100 361 1 
 100 364 -9 
 100 378 -28 
 100 392 12 
 100 398 -73 
 100 408 90 
 100 435 89 
 100 447 -70 
 100 453 -10 
 100 470 12 
 100 474 48 
 100 476 89 
 100 499 96 
 100 500 -59 
 101 105 86 
 101 107 -20 
 101 110 44 
 101 138 -20 
 101 149 12 
 101 154 -25 
 101 163 -63 
 101 173 -36 
 101 179 -34 
 101 188 4 
 101 192 27 
 101 211 -34 
 101 213 24 
 101 217 -64 
 101 224 -91 
 101 242 -75 
 101 247 59 
 101 251 63 
 101 255 75 
 101 256 -38 
 101 260 56 
 101 283 -56 
 101 291 -89 
 101 301 18 
 101 328 84 
 101 357 20 
 101 360 -10 
 101 374 -17 
 101 379 -70 
 101 385 -90 
 101 387 -10 
 101 391 -31 
 101 392 -46 
 101 399 3 
 101 419 58 
 101 426 95 
 101 443 97 
 101 446 80 
 101 448 90 
 101 462 -95 
 101 470 29 
 101 477 -60 
 101 482 85 
 101 489 -30 
 102 105 95 
 102 107 97 
 102 112 51 
 102 126 82 
 102 138 -35 
 102 145 -24 
 102 172 54 
 102 186 38 
 102 188 17 
 102 194 44 
 102 195 87 
 102 225 78 
 102 238 -41 
 102 266 71 
 102 275 -2 
 102 286 -28 
 102 306 -37 
 102 324 -43 
 102 331 -48 
 102 332 -62 
 102 338 65 
 102 340 92 
 102 346 -72 
 102 350 -12 
 102 360 84 
 102 371 -36 
 102 372 -1 
 102 381 -73 
 102 386 45 
 102 392 35 
 102 408 -61 
 102 411 66 
 102 430 7 
 102 435 57 
 102 444 -81 
 102 462 -26 
 102 495 -17 
 103 115 -42 
 103 129 38 
 103 136 -47 
 103 157 -58 
 103 172 89 
 103 197 -11 
 103 201 5 
 103 205 -96 
 103 209 -18 
 103 227 -29 
 103 244 -89 
 103 248 -67 
 103 271 47 
 103 294 41 
 103 300 -35 
 103 306 21 
 103 320 33 
 103 323 -59 
 103 333 -2 
 103 337 25 
 103 351 -18 
 103 356 75 
 103 392 83 
 103 400 -81 
 103 407 69 
 103 436 1 
 103 441 -85 
 103 451 -47 
 103 460 -7 
 103 467 -41 
 103 473 65 
 103 494 29 
 104 107 54 
 104 111 -70 
 104 117 67 
 104 127 11 
 104 142 66 
 104 165 33 
 104 173 65 
 104 180 -20 
 104 201 -32 
 104 205 20 
 104 213 -13 
 104 216 -39 
 104 219 29 
 104 223 -19 
 104 225 -67 
 104 231 9 
 104 237 78 
 104 241 30 
 104 256 93 
 104 265 59 
 104 274 71 
 104 276 -74 
 104 313 19 
 104 316 -14 
 104 317 29 
 104 320 -34 
 104 325 -97 
 104 354 76 
 104 357 43 
 104 378 72 
 104 380 18 
 104 387 67 
 104 393 -58 
 104 397 82 
 104 400 -20 
 104 424 -53 
 104 441 33 
 104 442 89 
 104 458 73 
 104 468 -91 
 104 470 -11 
 104 473 38 
 104 479 -69 
 104 484 21 
 105 107 -99 
 105 112 68 
 105 121 -97 
 105 131 15 
 105 149 93 
 105 158 -54 
 105 163 -55 
 105 164 20 
 105 173 -82 
 105 181 47 
 105 188 -95 
 105 190 -31 
 105 207 -88 
 105 220 50 
 105 238 -53 
 105 258 39 
 105 266 -82 
 105 267 -91 
 105 278 -63 
 105 282 74 
 105 283 -73 
 105 303 50 
 105 306 -93 
 105 314 57 
 105 315 -23 
 105 331 9 
 105 334 8 
 105 335 -69 
 105 362 12 
 105 364 -95 
 105 369 36 
 105 370 28 
 105 371 67 
 105 373 53 
 105 379 -28 
 105 391 75 
 105 402 -33 
 105 410 49 
 105 414 -82 
 105 416 -23 
 105 422 -75 
 105 425 73 
 105 426 -41 
 105 427 -33 
 105 441 64 
 105 446 -64 
 105 495 -8 
 105 499 79 
 106 107 45 
 106 108 -44 
 106 110 -56 
 106 117 -18 
 106 133 -17 
 106 149 -54 
 106 155 57 
 106 163 3 
 106 168 1 
 106 180 -45 
 106 183 -95 
 106 187 -36 
 106 196 48 
 106 200 -60 
 106 201 26 
 106 210 -25 
 106 233 67 
 106 241 -26 
 106 249 -3 
 106 253 -19 
 106 255 -15 
 106 260 72 
 106 293 26 
 106 310 -27 
 106 344 -58 
 106 358 99 
 106 364 18 
 106 373 17 
 106 374 -70 
 106 380 42 
 106 388 87 
 106 390 42 
 106 393 36 
 106 398 39 
 106 409 48 
 106 413 -91 
 106 415 -17 
 106 418 -13 
 106 420 45 
 106 425 37 
 106 431 -34 
 106 439 -71 
 106 458 68 
 106 459 -74 
 106 471 83 
 106 486 -5 
 106 500 24 
 107 132 96 
 107 142 -28 
 107 146 -85 
 107 147 -86 
 107 148 -43 
 107 154 27 
 107 156 13 
 107 157 -19 
 107 188 13 
 107 213 69 
 107 230 -8 
 107 231 -20 
 107 236 40 
 107 240 -77 
 107 243 84 
 107 266 -29 
 107 271 -92 
 107 278 -28 
 107 291 38 
 107 300 43 
 107 301 23 
 107 314 18 
 107 332 15 
 107 333 98 
 107 359 80 
 107 389 35 
 107 399 -83 
 107 401 90 
 107 403 -91 
 107 404 29 
 107 408 26 
 107 414 24 
 107 418 -39 
 107 419 -38 
 107 431 -45 
 107 440 65 
 107 443 -68 
 107 448 -51 
 107 458 -58 
 107 462 74 
 107 464 29 
 107 476 93 
 107 491 -50 
 107 495 -28 
 107 496 -72 
 108 112 -45 
 108 113 41 
 108 116 -25 
 108 121 36 
 108 129 -74 
 108 131 -93 
 108 144 -65 
 108 159 90 
 108 169 -38 
 108 172 -52 
 108 180 -75 
 108 183 63 
 108 186 60 
 108 207 71 
 108 212 -83 
 108 216 -77 
 108 217 35 
 108 218 -28 
 108 227 -19 
 108 238 -5 
 108 244 -51 
 108 247 -48 
 108 248 -35 
 108 251 -27 
 108 255 -99 
 108 272 87 
 108 274 -53 
 108 277 63 
 108 282 -59 
 108 311 -50 
 108 322 31 
 108 326 57 
 108 332 -92 
 108 349 44 
 108 366 28 
 108 374 -29 
 108 376 -6 
 108 380 40 
 108 385 96 
 108 396 -14 
 108 416 11 
 108 422 64 
 108 435 17 
 108 439 48 
 108 446 -45 
 108 462 -17 
 108 486 65 
 108 497 59 
 109 121 72 
 109 122 23 
 109 127 -75 
 109 145 92 
 109 157 -28 
 109 163 -88 
 109 168 -99 
 109 183 -95 
 109 187 -71 
 109 206 -76 
 109 215 16 
 109 219 84 
 109 223 98 
 109 228 62 
 109 243 -45 
 109 272 87 
 109 273 -85 
 109 278 26 
 109 281 95 
 109 297 29 
 109 314 -25 
 109 315 60 
 109 324 21 
 109 330 -61 
 109 332 -47 
 109 334 56 
 109 351 -38 
 109 353 -5 
 109 355 43 
 109 358 99 
 109 375 57 
 109 380 60 
 109 389 100 
 109 400 30 
 109 410 94 
 109 413 90 
 109 433 98 
 109 434 -53 
 109 446 -99 
 109 449 -6 
 109 464 68 
 109 473 100 
 109 478 78 
 110 115 -65 
 110 131 -2 
 110 139 41 
 110 156 38 
 110 157 50 
 110 162 -89 
 110 164 -25 
 110 174 25 
 110 197 30 
 110 222 23 
 110 225 97 
 110 227 58 
 110 261 -24 
 110 263 85 
 110 270 34 
 110 283 38 
 110 293 57 
 110 294 83 
 110 301 -77 
 110 309 95 
 110 327 100 
 110 370 2 
 110 398 26 
 110 407 6 
 110 429 24 
 110 430 39 
 110 448 -46 
 110 449 41 
 110 457 61 
 110 459 -57 
 110 473 33 
 110 489 -10 
 111 126 93 
 111 132 -78 
 111 151 -60 
 111 162 -10 
 111 195 10 
 111 232 91 
 111 233 50 
 111 236 -21 
 111 254 -21 
 111 256 44 
 111 265 -79 
 111 269 -84 
 111 271 -25 
 111 283 -33 
 111 288 -98 
 111 326 -21 
 111 336 71 
 111 343 76 
 111 348 10 
 111 351 -13 
 111 387 80 
 111 389 -75 
 111 395 -32 
 111 406 93 
 111 415 63 
 111 438 -64 
 111 472 90 
 111 474 -18 
 111 479 -97 
 111 481 -53 
 111 486 60 
 112 119 2 
 112 128 -69 
 112 132 -75 
 112 161 -76 
 112 162 -73 
